master_protein	cells	treatment	rep
O00410	MCF10A	CL	1
Q5VZF2	MCF10A	CL	1
P51148	MCF10A	CL	1
P52209	MCF10A	CL	1
Q96QK1	MCF10A	CL	1
P10155	MCF10A	CL	1
Q8WUM9	MCF10A	CL	1
Q9ULF5	MCF10A	CL	1
P37802	MCF10A	CL	1
P27797	MCF10A	CL	1
Q9UP95	MCF10A	CL	1
Q08380	MCF10A	CL	1
P04843	MCF10A	CL	1
Q13509	MCF10A	CL	1
Q14444	MCF10A	CL	1
Q9NY93	MCF10A	CL	1
O95373	MCF10A	CL	1
Q9UJU6	MCF10A	CL	1
Q5VT06	MCF10A	CL	1
P46060	MCF10A	CL	1
Q01105	MCF10A	CL	1
Q12769	MCF10A	CL	1
Q5T4S7	MCF10A	CL	1
P52895	MCF10A	CL	1
O15143	MCF10A	CL	1
Q14554	MCF10A	CL	1
Q7Z2T5	MCF10A	CL	1
P20290	MCF10A	CL	1
Q9H3P7	MCF10A	CL	1
Q01831	MCF10A	CL	1
P49915	MCF10A	CL	1
Q8TEQ6	MCF10A	CL	1
Q99733	MCF10A	CL	1
Q14684	MCF10A	CL	1
O00299	MCF10A	CL	1
Q13641	MCF10A	CL	1
O75683	MCF10A	CL	1
Q6NXG1	MCF10A	CL	1
Q9NSE4	MCF10A	CL	1
P50851	MCF10A	CL	1
P17480	MCF10A	CL	1
O60437	MCF10A	CL	1
P05026	MCF10A	CL	1
P54577	MCF10A	CL	1
P53992	MCF10A	CL	1
P18669	MCF10A	CL	1
Q12904	MCF10A	CL	1
P50416	MCF10A	CL	1
Q6NYC1	MCF10A	CL	1
Q9NPI6	MCF10A	CL	1
P46939	MCF10A	CL	1
Q9BX40	MCF10A	CL	1
P61289	MCF10A	CL	1
P24928	MCF10A	CL	1
Q15020	MCF10A	CL	1
Q8NBI5	MCF10A	CL	1
Q9Y3F4	MCF10A	CL	1
O43390	MCF10A	CL	1
Q01844	MCF10A	CL	1
O94925	MCF10A	CL	1
Q01085	MCF10A	CL	1
Q86TI2	MCF10A	CL	1
P09622	MCF10A	CL	1
Q9NYQ8	MCF10A	CL	1
Q6DD88	MCF10A	CL	1
Q8WUQ7	MCF10A	CL	1
O43157	MCF10A	CL	1
Q96JP5	MCF10A	CL	1
Q96ST2	MCF10A	CL	1
P22087	MCF10A	CL	1
P55060	MCF10A	CL	1
P09960	MCF10A	CL	1
Q8NDI1	MCF10A	CL	1
Q96IF1	MCF10A	CL	1
P35613	MCF10A	CL	1
Q5SSJ5	MCF10A	CL	1
P60866	MCF10A	CL	1
O14976	MCF10A	CL	1
Q15393	MCF10A	CL	1
Q6P1J9	MCF10A	CL	1
Q9H0B6	MCF10A	CL	1
Q66PJ3	MCF10A	CL	1
Q9BYD1	MCF10A	CL	1
Q13435	MCF10A	CL	1
P52306	MCF10A	CL	1
Q9H4A3	MCF10A	CL	1
P17096	MCF10A	CL	1
P62899	MCF10A	CL	1
A0AV96	MCF10A	CL	1
P62191	MCF10A	CL	1
Q6IBS0	MCF10A	CL	1
O15371	MCF10A	CL	1
P38606	MCF10A	CL	1
P50570	MCF10A	CL	1
P62316	MCF10A	CL	1
Q9H7B2	MCF10A	CL	1
P05388	MCF10A	CL	1
P05198	MCF10A	CL	1
P50479	MCF10A	CL	1
P37235	MCF10A	CL	1
Q9Y4H2	MCF10A	CL	1
Q99613	MCF10A	CL	1
P43304	MCF10A	CL	1
Q8N163	MCF10A	CL	1
P25398	MCF10A	CL	1
O00151	MCF10A	CL	1
Q9NVU7	MCF10A	CL	1
O95239	MCF10A	CL	1
P39687	MCF10A	CL	1
Q04917	MCF10A	CL	1
Q13573	MCF10A	CL	1
A6NHR9	MCF10A	CL	1
P22695	MCF10A	CL	1
P38919	MCF10A	CL	1
Q27J81	MCF10A	CL	1
P06702	MCF10A	CL	1
O15294	MCF10A	CL	1
O60287	MCF10A	CL	1
Q5BKZ1	MCF10A	CL	1
P60228	MCF10A	CL	1
Q8N983	MCF10A	CL	1
Q9BXJ9	MCF10A	CL	1
Q3SY69	MCF10A	CL	1
Q9H7E9	MCF10A	CL	1
P30050	MCF10A	CL	1
Q15102	MCF10A	CL	1
Q96TA1	MCF10A	CL	1
P39019	MCF10A	CL	1
P62906	MCF10A	CL	1
Q9Y6K9	MCF10A	CL	1
Q13136	MCF10A	CL	1
P54886	MCF10A	CL	1
P17301	MCF10A	CL	1
P06576	MCF10A	CL	1
P07858	MCF10A	CL	1
Q8N5F7	MCF10A	CL	1
P35321	MCF10A	CL	1
Q9NZN5	MCF10A	CL	1
P62277	MCF10A	CL	1
P62258	MCF10A	CL	1
P31939	MCF10A	CL	1
O75643	MCF10A	CL	1
P63244	MCF10A	CL	1
P30419	MCF10A	CL	1
Q8WUF5	MCF10A	CL	1
Q8WXI7	MCF10A	CL	1
Q96P11	MCF10A	CL	1
P62873	MCF10A	CL	1
P53396	MCF10A	CL	1
P04731	MCF10A	CL	1
P50914	MCF10A	CL	1
Q9UIQ6	MCF10A	CL	1
P46976	MCF10A	CL	1
P25705	MCF10A	CL	1
Q8IWZ3	MCF10A	CL	1
P55084	MCF10A	CL	1
Q5SYE7	MCF10A	CL	1
O00116	MCF10A	CL	1
Q9P270	MCF10A	CL	1
Q9BTC0	MCF10A	CL	1
P17676	MCF10A	CL	1
P13611	MCF10A	CL	1
Q9UPN7	MCF10A	CL	1
P61158	MCF10A	CL	1
O43776	MCF10A	CL	1
P04156	MCF10A	CL	1
Q5C9Z4	MCF10A	CL	1
Q9NTZ6	MCF10A	CL	1
Q9Y6N5	MCF10A	CL	1
Q9H2J7	MCF10A	CL	1
P41091	MCF10A	CL	1
P51665	MCF10A	CL	1
Q9UBB4	MCF10A	CL	1
P62879	MCF10A	CL	1
P22223	MCF10A	CL	1
O76003	MCF10A	CL	1
P21796	MCF10A	CL	1
Q15046	MCF10A	CL	1
P49321	MCF10A	CL	1
Q01518	MCF10A	CL	1
Q13308	MCF10A	CL	1
Q8IWA0	MCF10A	CL	1
Q16881	MCF10A	CL	1
Q9BUF5	MCF10A	CL	1
Q03001	MCF10A	CL	1
P68371	MCF10A	CL	1
P40763	MCF10A	CL	1
Q96PU8	MCF10A	CL	1
Q9Y5M8	MCF10A	CL	1
P07437	MCF10A	CL	1
P52943	MCF10A	CL	1
Q52LJ0	MCF10A	CL	1
Q6P4E1	MCF10A	CL	1
Q15434	MCF10A	CL	1
Q6ZNB6	MCF10A	CL	1
Q9Y4P3	MCF10A	CL	1
Q9P253	MCF10A	CL	1
Q9BY89	MCF10A	CL	1
P16401	MCF10A	CL	1
Q99497	MCF10A	CL	1
Q96B70	MCF10A	CL	1
Q12888	MCF10A	CL	1
Q02750	MCF10A	CL	1
O75976	MCF10A	CL	1
Q8NFJ5	MCF10A	CL	1
P35052	MCF10A	CL	1
Q8NHV4	MCF10A	CL	1
P28482	MCF10A	CL	1
O43291	MCF10A	CL	1
Q5VUA4	MCF10A	CL	1
O95297	MCF10A	CL	1
Q86UK0	MCF10A	CL	1
O94886	MCF10A	CL	1
P61106	MCF10A	CL	1
P13861	MCF10A	CL	1
P28066	MCF10A	CL	1
P49841	MCF10A	CL	1
P49257	MCF10A	CL	1
O75116	MCF10A	CL	1
Q9H2M9	MCF10A	CL	1
P41240	MCF10A	CL	1
Q06210	MCF10A	CL	1
O94992	MCF10A	CL	1
Q9Y2X7	MCF10A	CL	1
P17655	MCF10A	CL	1
Q9Y2U8	MCF10A	CL	1
Q9Y3E1	MCF10A	CL	1
P52292	MCF10A	CL	1
Q13185	MCF10A	CL	1
Q92667	MCF10A	CL	1
Q93009	MCF10A	CL	1
Q13177	MCF10A	CL	1
Q9P0K7	MCF10A	CL	1
Q9H7E2	MCF10A	CL	1
P11279	MCF10A	CL	1
P56537	MCF10A	CL	1
P49589	MCF10A	CL	1
P13928	MCF10A	CL	1
O14980	MCF10A	CL	1
Q6P2E9	MCF10A	CL	1
P08708	MCF10A	CL	1
Q03468	MCF10A	CL	1
P61586	MCF10A	CL	1
P15586	MCF10A	CL	1
O15031	MCF10A	CL	1
P17931	MCF10A	CL	1
P42226	MCF10A	CL	1
Q9H074	MCF10A	CL	1
O00139	MCF10A	CL	1
P53999	MCF10A	CL	1
Q53LP3	MCF10A	CL	1
Q5VT52	MCF10A	CL	1
Q9GZM7	MCF10A	CL	1
O43278	MCF10A	CL	1
P19634	MCF10A	CL	1
Q15042	MCF10A	CL	1
Q8N201	MCF10A	CL	1
P12429	MCF10A	CL	1
O00233	MCF10A	CL	1
O00193	MCF10A	CL	1
P12268	MCF10A	CL	1
Q9BW71	MCF10A	CL	1
Q9P015	MCF10A	CL	1
Q8WWQ0	MCF10A	CL	1
Q9NRF9	MCF10A	CL	1
P62244	MCF10A	CL	1
Q9Y3U8	MCF10A	CL	1
Q15691	MCF10A	CL	1
Q15582	MCF10A	CL	1
P42566	MCF10A	CL	1
O43396	MCF10A	CL	1
Q92499	MCF10A	CL	1
Q14676	MCF10A	CL	1
Q99590	MCF10A	CL	1
Q96J02	MCF10A	CL	1
Q7Z6I8	MCF10A	CL	1
Q14161	MCF10A	CL	1
Q9BZE1	MCF10A	CL	1
Q96PC5	MCF10A	CL	1
Q7Z739	MCF10A	CL	1
P04080	MCF10A	CL	1
O94929	MCF10A	CL	1
Q9H6Z4	MCF10A	CL	1
O14773	MCF10A	CL	1
Q2NL82	MCF10A	CL	1
Q9BXR0	MCF10A	CL	1
O43159	MCF10A	CL	1
Q04837	MCF10A	CL	1
Q8WUP2	MCF10A	CL	1
P14324	MCF10A	CL	1
P55786	MCF10A	CL	1
P04181	MCF10A	CL	1
P40261	MCF10A	CL	1
Q9H6S3	MCF10A	CL	1
Q9NUQ9	MCF10A	CL	1
Q9NSD9	MCF10A	CL	1
Q7Z6M4	MCF10A	CL	1
P42224	MCF10A	CL	1
E9PAV3	MCF10A	CL	1
P47756	MCF10A	CL	1
Q9Y5K6	MCF10A	CL	1
O75439	MCF10A	CL	1
O15067	MCF10A	CL	1
Q92536	MCF10A	CL	1
Q9Y4C8	MCF10A	CL	1
P28290	MCF10A	CL	1
P53618	MCF10A	CL	1
Q7Z3C6	MCF10A	CL	1
P22528	MCF10A	CL	1
Q9H3K6	MCF10A	CL	1
P29317	MCF10A	CL	1
P08754	MCF10A	CL	1
P40227	MCF10A	CL	1
O95433	MCF10A	CL	1
Q9H223	MCF10A	CL	1
Q09028	MCF10A	CL	1
P35606	MCF10A	CL	1
P30086	MCF10A	CL	1
P49755	MCF10A	CL	1
Q9Y224	MCF10A	CL	1
Q01469	MCF10A	CL	1
P30414	MCF10A	CL	1
Q95604	MCF10A	CL	1
Q96EN8	MCF10A	CL	1
Q9BSJ8	MCF10A	CL	1
Q9H1I8	MCF10A	CL	1
P53801	MCF10A	CL	1
P36957	MCF10A	CL	1
Q9Y4X5	MCF10A	CL	1
P09012	MCF10A	CL	1
P52701	MCF10A	CL	1
Q9UQC9	MCF10A	CL	1
P62424	MCF10A	CL	1
P05387	MCF10A	CL	1
Q9H7N4	MCF10A	CL	1
Q96AG4	MCF10A	CL	1
Q9BR76	MCF10A	CL	1
Q9Y6Y8	MCF10A	CL	1
O75390	MCF10A	CL	1
P30044	MCF10A	CL	1
Q92545	MCF10A	CL	1
Q9BTT0	MCF10A	CL	1
Q9NXH9	MCF10A	CL	1
Q9HD26	MCF10A	CL	1
P00505	MCF10A	CL	1
P57740	MCF10A	CL	1
Q08357	MCF10A	CL	1
Q8N960	MCF10A	CL	1
Q14244	MCF10A	CL	1
P01591	MCF10A	CL	1
P46778	MCF10A	CL	1
O75330	MCF10A	CL	1
P50502	MCF10A	CL	1
Q31612	MCF10A	CL	1
O95613	MCF10A	CL	1
Q9NUQ8	MCF10A	CL	1
Q9NU22	MCF10A	CL	1
Q9BQ04	MCF10A	CL	1
Q9Y6W5	MCF10A	CL	1
P57678	MCF10A	CL	1
Q13206	MCF10A	CL	1
Q9Y6G3	MCF10A	CL	1
P62861	MCF10A	CL	1
Q12959	MCF10A	CL	1
Q9H501	MCF10A	CL	1
O75306	MCF10A	CL	1
Q9H8Y5	MCF10A	CL	1
P50395	MCF10A	CL	1
O95104	MCF10A	CL	1
O43684	MCF10A	CL	1
Q01970	MCF10A	CL	1
P29558	MCF10A	CL	1
P05109	MCF10A	CL	1
Q9UGP8	MCF10A	CL	1
Q8IY81	MCF10A	CL	1
P04626	MCF10A	CL	1
P05362	MCF10A	CL	1
P21589	MCF10A	CL	1
P30041	MCF10A	CL	1
Q96Q45	MCF10A	CL	1
O60264	MCF10A	CL	1
P35658	MCF10A	CL	1
Q15019	MCF10A	CL	1
P23381	MCF10A	CL	1
O75822	MCF10A	CL	1
Q96EV2	MCF10A	CL	1
Q14764	MCF10A	CL	1
Q8NCA5	MCF10A	CL	1
Q9UBB5	MCF10A	CL	1
Q96QD8	MCF10A	CL	1
P45880	MCF10A	CL	1
Q92878	MCF10A	CL	1
Q17RY0	MCF10A	CL	1
P01033	MCF10A	CL	1
Q16630	MCF10A	CL	1
Q9HAU0	MCF10A	CL	1
Q13085	MCF10A	CL	1
Q13510	MCF10A	CL	1
P78344	MCF10A	CL	1
O15213	MCF10A	CL	1
Q9BQ67	MCF10A	CL	1
Q13439	MCF10A	CL	1
P12236	MCF10A	CL	1
Q9UEE9	MCF10A	CL	1
Q86XP3	MCF10A	CL	1
Q9HB71	MCF10A	CL	1
O14964	MCF10A	CL	1
P04899	MCF10A	CL	1
Q15181	MCF10A	CL	1
Q6S8J3	MCF10A	CL	1
Q96IZ7	MCF10A	CL	1
P62851	MCF10A	CL	1
Q9Y5S2	MCF10A	CL	1
Q96SN8	MCF10A	CL	1
Q9UER7	MCF10A	CL	1
O60443	MCF10A	CL	1
Q92734	MCF10A	CL	1
Q00796	MCF10A	CL	1
P58546	MCF10A	CL	1
O15446	MCF10A	CL	1
Q6P1N0	MCF10A	CL	1
O75083	MCF10A	CL	1
P50897	MCF10A	CL	1
Q6DKI1	MCF10A	CL	1
P30876	MCF10A	CL	1
Q6VMQ6	MCF10A	CL	1
P11166	MCF10A	CL	1
P36915	MCF10A	CL	1
P48067	MCF10A	CL	1
O43395	MCF10A	CL	1
Q14004	MCF10A	CL	1
Q92530	MCF10A	CL	1
P07203	MCF10A	CL	1
P83731	MCF10A	CL	1
O95347	MCF10A	CL	1
O95478	MCF10A	CL	1
Q16576	MCF10A	CL	1
O95336	MCF10A	CL	1
Q9NZL9	MCF10A	CL	1
Q86U42	MCF10A	CL	1
Q8NBL1	MCF10A	CL	1
P39060	MCF10A	CL	1
P17813	MCF10A	CL	1
Q6NZY4	MCF10A	CL	1
P48506	MCF10A	CL	1
Q13131	MCF10A	CL	1
Q9NZU0	MCF10A	CL	1
Q9BSC4	MCF10A	CL	1
Q9BYG3	MCF10A	CL	1
Q15643	MCF10A	CL	1
Q9NYY8	MCF10A	CL	1
Q9UBU9	MCF10A	CL	1
P04844	MCF10A	CL	1
Q6NZI2	MCF10A	CL	1
P61019	MCF10A	CL	1
Q14289	MCF10A	CL	1
Q13838	MCF10A	CL	1
O75319	MCF10A	CL	1
Q15003	MCF10A	CL	1
O60343	MCF10A	CL	1
Q13601	MCF10A	CL	1
O15438	MCF10A	CL	1
Q96DV4	MCF10A	CL	1
P35998	MCF10A	CL	1
Q9BZH6	MCF10A	CL	1
Q9GZP8	MCF10A	CL	1
Q9NQT5	MCF10A	CL	1
P61020	MCF10A	CL	1
O60282	MCF10A	CL	1
Q92576	MCF10A	CL	1
Q8WVJ2	MCF10A	CL	1
P20042	MCF10A	CL	1
O75175	MCF10A	CL	1
Q9BQA1	MCF10A	CL	1
Q16822	MCF10A	CL	1
P00387	MCF10A	CL	1
O95757	MCF10A	CL	1
Q92542	MCF10A	CL	1
P11117	MCF10A	CL	1
Q9UG63	MCF10A	CL	1
Q8WWN8	MCF10A	CL	1
Q9Y2D5	MCF10A	CL	1
P00966	MCF10A	CL	1
Q9ULX6	MCF10A	CL	1
P37173	MCF10A	CL	1
Q969L2	MCF10A	CL	1
Q8IWR0	MCF10A	CL	1
Q2TAY7	MCF10A	CL	1
Q9UMS4	MCF10A	CL	1
Q86XL3	MCF10A	CL	1
P07737	MCF10A	CL	1
O75131	MCF10A	CL	1
Q9Y6E2	MCF10A	CL	1
Q86W92	MCF10A	CL	1
Q9HCD6	MCF10A	CL	1
P17275	MCF10A	CL	1
P38432	MCF10A	CL	1
Q02880	MCF10A	CL	1
P00390	MCF10A	CL	1
P09972	MCF10A	CL	1
Q8WVK2	MCF10A	CL	1
P16435	MCF10A	CL	1
P42765	MCF10A	CL	1
P23284	MCF10A	CL	1
O15347	MCF10A	CL	1
Q96JM3	MCF10A	CL	1
P41214	MCF10A	CL	1
P54578	MCF10A	CL	1
Q9UIA9	MCF10A	CL	1
Q9H5V8	MCF10A	CL	1
Q7Z434	MCF10A	CL	1
Q9UHX1	MCF10A	CL	1
Q9NT62	MCF10A	CL	1
Q16513	MCF10A	CL	1
O14936	MCF10A	CL	1
P33527	MCF10A	CL	1
Q99961	MCF10A	CL	1
Q8IZL8	MCF10A	CL	1
O75874	MCF10A	CL	1
Q08AF3	MCF10A	CL	1
Q5VYK3	MCF10A	CL	1
O94915	MCF10A	CL	1
P10646	MCF10A	CL	1
P12532	MCF10A	CL	1
Q14694	MCF10A	CL	1
Q9NR09	MCF10A	CL	1
P42285	MCF10A	CL	1
P11498	MCF10A	CL	1
Q9UHI6	MCF10A	CL	1
P13473	MCF10A	CL	1
O75569	MCF10A	CL	1
O94826	MCF10A	CL	1
Q9Y624	MCF10A	CL	1
P49821	MCF10A	CL	1
Q9H2U2	MCF10A	CL	1
P25205	MCF10A	CL	1
Q9BXP2	MCF10A	CL	1
P78347	MCF10A	CL	1
O00159	MCF10A	CL	1
Q9UKK3	MCF10A	CL	1
Q06481	MCF10A	CL	1
Q9UDY8	MCF10A	CL	1
Q99714	MCF10A	CL	1
Q9NYL9	MCF10A	CL	1
Q9NR19	MCF10A	CL	1
P40925	MCF10A	CL	1
P20073	MCF10A	CL	1
Q9BRJ7	MCF10A	CL	1
P62495	MCF10A	CL	1
Q14114	MCF10A	CL	1
Q8IV08	MCF10A	CL	1
P51659	MCF10A	CL	1
P19525	MCF10A	CL	1
P46109	MCF10A	CL	1
Q99459	MCF10A	CL	1
P11413	MCF10A	CL	1
Q13443	MCF10A	CL	1
O94913	MCF10A	CL	1
Q9P287	MCF10A	CL	1
Q9Y6E0	MCF10A	CL	1
P49189	MCF10A	CL	1
P78417	MCF10A	CL	1
P68036	MCF10A	CL	1
Q9Y2W2	MCF10A	CL	1
Q96P70	MCF10A	CL	1
P40818	MCF10A	CL	1
O95071	MCF10A	CL	1
O95881	MCF10A	CL	1
Q9BV73	MCF10A	CL	1
Q9BST9	MCF10A	CL	1
P61204	MCF10A	CL	1
P42167	MCF10A	CL	1
Q9Y617	MCF10A	CL	1
Q07021	MCF10A	CL	1
Q9UNN8	MCF10A	CL	1
O00560	MCF10A	CL	1
P50454	MCF10A	CL	1
O95861	MCF10A	CL	1
P12004	MCF10A	CL	1
Q01433	MCF10A	CL	1
O43264	MCF10A	CL	1
P55735	MCF10A	CL	1
P29466	MCF10A	CL	1
P60709	MCF10A	CL	1
Q71U36	MCF10A	CL	1
A8MWD9	MCF10A	CL	1
Q86X55	MCF10A	CL	1
P24534	MCF10A	CL	1
Q8N6R0	MCF10A	CL	1
P68366	MCF10A	CL	1
P55209	MCF10A	CL	1
Q9BYK8	MCF10A	CL	1
Q9NQS1	MCF10A	CL	1
Q15796	MCF10A	CL	1
P53041	MCF10A	CL	1
P14678	MCF10A	CL	1
Q9NP31	MCF10A	CL	1
Q8TEX9	MCF10A	CL	1
Q86Y56	MCF10A	CL	1
Q6P9B6	MCF10A	CL	1
P05386	MCF10A	CL	1
P11177	MCF10A	CL	1
Q8WVV4	MCF10A	CL	1
Q04446	MCF10A	CL	1
P12955	MCF10A	CL	1
Q99549	MCF10A	CL	1
Q9BYX2	MCF10A	CL	1
Q9BQ52	MCF10A	CL	1
Q7KZ85	MCF10A	CL	1
P23743	MCF10A	CL	1
Q96CX2	MCF10A	CL	1
Q12965	MCF10A	CL	1
P48960	MCF10A	CL	1
O94903	MCF10A	CL	1
P36873	MCF10A	CL	1
Q9NQC3	MCF10A	CL	1
P68402	MCF10A	CL	1
P07476	MCF10A	CL	1
Q9H8H0	MCF10A	CL	1
Q12929	MCF10A	CL	1
O43592	MCF10A	CL	1
Q9NXF1	MCF10A	CL	1
Q9H814	MCF10A	CL	1
P17174	MCF10A	CL	1
Q9H1B7	MCF10A	CL	1
P17980	MCF10A	CL	1
Q9P1F3	MCF10A	CL	1
P48147	MCF10A	CL	1
P62820	MCF10A	CL	1
Q96KP4	MCF10A	CL	1
P30520	MCF10A	CL	1
Q9BZF1	MCF10A	CL	1
P63261	MCF10A	CL	1
P55010	MCF10A	CL	1
P04350	MCF10A	CL	1
P52294	MCF10A	CL	1
Q9NQW7	MCF10A	CL	1
Q9H5Q4	MCF10A	CL	1
Q9Y285	MCF10A	CL	1
Q9BQ39	MCF10A	CL	1
Q92696	MCF10A	CL	1
Q15904	MCF10A	CL	1
Q16401	MCF10A	CL	1
O95602	MCF10A	CL	1
P68032	MCF10A	CL	1
P82933	MCF10A	CL	1
O60502	MCF10A	CL	1
P04908	MCF10A	CL	1
Q9HAV4	MCF10A	CL	1
P25325	MCF10A	CL	1
Q7L2H7	MCF10A	CL	1
O75607	MCF10A	CL	1
P55795	MCF10A	CL	2
Q09666	MCF10A	CL	2
P15144	MCF10A	CL	2
Q14151	MCF10A	CL	2
O00515	MCF10A	CL	2
Q15149	MCF10A	CL	2
P16070	MCF10A	CL	2
Q13428	MCF10A	CL	2
Q10570	MCF10A	CL	2
P11047	MCF10A	CL	2
P15924	MCF10A	CL	2
Q5T9A4	MCF10A	CL	2
P34932	MCF10A	CL	2
Q9C0J8	MCF10A	CL	2
Q8N3F8	MCF10A	CL	2
P67809	MCF10A	CL	2
P52272	MCF10A	CL	2
Q01813	MCF10A	CL	2
Q99959	MCF10A	CL	2
O00461	MCF10A	CL	2
Q5JSZ5	MCF10A	CL	2
Q9Y520	MCF10A	CL	2
Q01130	MCF10A	CL	2
Q00839	MCF10A	CL	2
Q9UHB9	MCF10A	CL	2
Q15424	MCF10A	CL	2
Q12802	MCF10A	CL	2
Q8IX12	MCF10A	CL	2
Q08170	MCF10A	CL	2
Q8IVF2	MCF10A	CL	2
Q14980	MCF10A	CL	2
Q15154	MCF10A	CL	2
P55265	MCF10A	CL	2
P50914	MCF10A	CL	2
Q13442	MCF10A	CL	2
P31942	MCF10A	CL	2
P23588	MCF10A	CL	2
Q9UKJ3	MCF10A	CL	2
Q9Y230	MCF10A	CL	2
Q8IWJ2	MCF10A	CL	2
Q02790	MCF10A	CL	2
Q9H307	MCF10A	CL	2
Q14126	MCF10A	CL	2
Q12797	MCF10A	CL	2
Q6XZF7	MCF10A	CL	2
P49792	MCF10A	CL	2
Q9NVS2	MCF10A	CL	2
P61978	MCF10A	CL	2
P25685	MCF10A	CL	2
P04843	MCF10A	CL	2
P21333	MCF10A	CL	2
Q9ULU4	MCF10A	CL	2
Q14204	MCF10A	CL	2
O94929	MCF10A	CL	2
Q9H1E3	MCF10A	CL	2
P14618	MCF10A	CL	2
Q9Y2W1	MCF10A	CL	2
P46013	MCF10A	CL	2
P35269	MCF10A	CL	2
Q9Y2U8	MCF10A	CL	2
Q9Y2X7	MCF10A	CL	2
Q9UHD8	MCF10A	CL	2
P22626	MCF10A	CL	2
O75475	MCF10A	CL	2
P21291	MCF10A	CL	2
Q14669	MCF10A	CL	2
O75400	MCF10A	CL	2
P23246	MCF10A	CL	2
Q6PKG0	MCF10A	CL	2
Q9C0C2	MCF10A	CL	2
Q03701	MCF10A	CL	2
P53621	MCF10A	CL	2
P30101	MCF10A	CL	2
Q99615	MCF10A	CL	2
P27816	MCF10A	CL	2
P26038	MCF10A	CL	2
Q9NUQ6	MCF10A	CL	2
Q05823	MCF10A	CL	2
Q13813	MCF10A	CL	2
P82970	MCF10A	CL	2
Q9BUF5	MCF10A	CL	2
Q14966	MCF10A	CL	2
O75533	MCF10A	CL	2
P07910	MCF10A	CL	2
Q86V48	MCF10A	CL	2
P35579	MCF10A	CL	2
Q05682	MCF10A	CL	2
P19338	MCF10A	CL	2
O76031	MCF10A	CL	2
O95359	MCF10A	CL	2
Q9Y5Y6	MCF10A	CL	2
Q9BW04	MCF10A	CL	2
Q6Y7W6	MCF10A	CL	2
Q13671	MCF10A	CL	2
Q15050	MCF10A	CL	2
Q96QK1	MCF10A	CL	2
Q14103	MCF10A	CL	2
Q6WCQ1	MCF10A	CL	2
P51659	MCF10A	CL	2
O75179	MCF10A	CL	2
Q9H2U1	MCF10A	CL	2
Q8IWZ3	MCF10A	CL	2
P26358	MCF10A	CL	2
Q4G0J3	MCF10A	CL	2
Q9NUL5	MCF10A	CL	2
P50552	MCF10A	CL	2
Q86YZ3	MCF10A	CL	2
Q99459	MCF10A	CL	2
Q99575	MCF10A	CL	2
Q5T200	MCF10A	CL	2
O75369	MCF10A	CL	2
O95819	MCF10A	CL	2
Q8NEY8	MCF10A	CL	2
P00505	MCF10A	CL	2
Q96L91	MCF10A	CL	2
P09651	MCF10A	CL	2
Q9BXP5	MCF10A	CL	2
Q9Y265	MCF10A	CL	2
Q15233	MCF10A	CL	2
P09429	MCF10A	CL	2
O95757	MCF10A	CL	2
Q9Y5Q9	MCF10A	CL	2
Q9Y4C8	MCF10A	CL	2
P12814	MCF10A	CL	2
Q9C0D5	MCF10A	CL	2
P14866	MCF10A	CL	2
O95425	MCF10A	CL	2
P35241	MCF10A	CL	2
Q9NZB2	MCF10A	CL	2
Q92945	MCF10A	CL	2
Q86V81	MCF10A	CL	2
P49368	MCF10A	CL	2
Q9UQE7	MCF10A	CL	2
Q9ULV4	MCF10A	CL	2
Q7Z6E9	MCF10A	CL	2
O14578	MCF10A	CL	2
Q14692	MCF10A	CL	2
O43707	MCF10A	CL	2
P28290	MCF10A	CL	2
Q9BU76	MCF10A	CL	2
Q7Z4V5	MCF10A	CL	2
Q01082	MCF10A	CL	2
P16989	MCF10A	CL	2
Q9Y5A9	MCF10A	CL	2
Q8WVC0	MCF10A	CL	2
Q8NDV7	MCF10A	CL	2
Q9BZE4	MCF10A	CL	2
O00567	MCF10A	CL	2
Q9UQ35	MCF10A	CL	2
Q8NC51	MCF10A	CL	2
O00541	MCF10A	CL	2
Q5UIP0	MCF10A	CL	2
O60343	MCF10A	CL	2
Q9NRN7	MCF10A	CL	2
O75534	MCF10A	CL	2
Q15287	MCF10A	CL	2
Q9NX58	MCF10A	CL	2
P50443	MCF10A	CL	2
P18206	MCF10A	CL	2
Q9UK59	MCF10A	CL	2
Q9P1Y6	MCF10A	CL	2
P61247	MCF10A	CL	2
Q8TB72	MCF10A	CL	2
P00533	MCF10A	CL	2
P61956	MCF10A	CL	2
O95274	MCF10A	CL	2
P38646	MCF10A	CL	2
Q9UHB6	MCF10A	CL	2
O00220	MCF10A	CL	2
Q71RC2	MCF10A	CL	2
O95573	MCF10A	CL	2
Q7Z6Z7	MCF10A	CL	2
Q13751	MCF10A	CL	2
P02545	MCF10A	CL	2
Q9Y5B9	MCF10A	CL	2
P20700	MCF10A	CL	2
Q15437	MCF10A	CL	2
Q13510	MCF10A	CL	2
Q13501	MCF10A	CL	2
Q92900	MCF10A	CL	2
P40121	MCF10A	CL	2
P16144	MCF10A	CL	2
Q9P2E9	MCF10A	CL	2
Q14498	MCF10A	CL	2
O15230	MCF10A	CL	2
Q9H0G5	MCF10A	CL	2
O95218	MCF10A	CL	2
P06733	MCF10A	CL	2
P04732	MCF10A	CL	2
Q9BY76	MCF10A	CL	2
P46781	MCF10A	CL	2
